-.2414985330,.6380543251,-.4610580106
-.803730224e-1,.6736323205,-.1486120325
.453861176e-1,.6764973219,.8370940625e-1
.1508258863,.6628308372,.2815615062
.2414985330,.6380543240,.4610580134
-.784535579e-1,.5989220523,-.3349823881
.313212823e-1,.6170348791,-.1268620198
.1242830114,.6197148277,.4474983093e-1
.2057946480,.6127910903,.1961535531
.2784535590,.5989220522,.3349823886
.890877275e-1,.5543244357,-.2057750695
.1519784302,.5608675449,-.8858259102e-1
.2092316100,.5623060690,.1700757165e-1
.2619699190,.5598705949,.1144123076
.2616100700,.5036722570,-.7078217866e-1
.2816443000,.5044082744,-.3382187231e-1
.3010933630,.5046253635,.2014229356e-2
.3199971630,.5043675536,.3684771650e-1
.3383899310,.5036722564,.7078217978e-1
-.1237315630,.7017041720,-.4248290641
.551160132e-1,.7342617507,-.8278115040e-1
.1920454865,.7300495911,.1703922949
.3049605299,.7073672052,.3871862828
.4002605570,.6719805941,.5861395370
-.414985313e-1,.6380543245,-.4610580099
.1196269786,.6736323206,-.1486120310
.2453861179,.6764973218,.8370940671e-1
.3508258864,.6628308372,.2815615069
.4414985330,.6380543240,.4610580134
.1215464415,.5989220524,-.3349823884
.2313212822,.6170348789,-.1268620210
.3242830112,.6197148276,.4474983065e-1
.4057946480,.6127910902,.1961535529
.2890877276,.5543244357,-.2057750692
.3519784302,.5608675449,-.8858259075e-1
.4092316100,.5623060689,.1700757142e-1
.4619699190,.5598705949,.1144123076
.5109122730,.5543244352,.2057750711
.4616100690,.5036722574,-.7078217831e-1
.4816443000,.5044082743,-.3382187309e-1
.5010933620,.5046253634,.2014228107e-2
.5199971630,.5043675538,.3684771673e-1
-.2414985331,.6380543242,-.4610580129
-.803730222e-1,.6736323198,-.1486120344
.453861176e-1,.6764973219,.8370940625e-1
.1508258863,.6628308372,.2815615062
.2414985330,.6380543240,.4610580134
-.784535581e-1,.5989220526,-.3349823876
.313212821e-1,.6170348791,-.1268620198
.1242830110,.6197148282,.4474983204e-1
.2057946480,.6127910902,.1961535529
.890877275e-1,.5543244357,-.2057750695
.1519784300,.5608675452,-.8858259010e-1
.2092316100,.5623060690,.1700757165e-1
.2619699190,.5598705948,.1144123074
.2616100700,.5036722570,-.7078217866e-1
.2816443000,.5044082744,-.3382187231e-1
.3010933630,.5046253635,.2014229356e-2
.3199971630,.5043675541,.3684771769e-1
.3383899310,.5036722564,.7078217978e-1
-.2784535592,.5989220527,-.3349823890
-.1686787183,.6170348788,-.1268620214
-.757169891e-1,.6197148275,.4474982993e-1
.5794647e-2,.6127910904,.1961535526
.78453559e-1,.5989220522,.3349823885
-.1109122736,.5543244356,-.2057750712
-.480215704e-1,.5608675452,-.8858259109e-1
.9231610e-2,.5623060691,.1700757065e-1
.61969919e-1,.5598705949,.1144123069
.110912273,.5543244352,.2057750711
.61610069e-1,.5036722574,-.7078217806e-1
.81644300e-1,.5044082742,-.3382187309e-1
.101093363,.5046253633,.2014228358e-2
.119997163,.5043675538,.3684771673e-1
.138389931,.5036722565,.7078217998e-1
-.38722540e-1,.5681985896,.2447066835
-.16073735e-1,.6179639944,.1485704483
-.21244017e-2,.6645021572,.3775974285e-1
.1518696e-3,.7056991354,-.9416651032e-1
-.148867436e-1,.7371333757,-.2606447571
-.9690644e-2,.5194356146,.1117647083
.10134016e-1,.5678714601,.1086017213e-2
.181336542e-1,.6106409211,-.1315234128
.87400276e-2,.6429882967,-.2998925102
-.38722540e-1,.5681985896,.2447066834
-.16073735e-1,.6179639941,.1485704477
-.21244017e-2,.6645021572,.3775974285e-1
.1518696e-3,.7056991354,-.9416651032e-1
-.148867436e-1,.7371333757,-.2606447571
-.784535578e-1,.5989220525,-.3349823877
.313212822e-1,.6170348797,-.1268620183
.1242830114,.6197148277,.4474983093e-1
.2057946480,.6127910903,.1961535531
.2784535590,.5989220522,.3349823886
-.414985324e-1,.6380543258,-.4610580084
.1196269777,.6736323205,-.1486120325
.2453861176,.6764973219,.8370940625e-1
.3508258864,.6628308371,.2815615062
.4414985330,.6380543238,.4610580137
-.784535578e-1,.5989220525,-.3349823877
.313212822e-1,.6170348797,-.1268620183
.1242830114,.6197148277,.4474983093e-1
.2057946480,.6127910903,.1961535531
.2784535590,.5989220522,.3349823886
-.1109122736,.5543244356,-.2057750712
-.480215705e-1,.5608675450,-.8858259141e-1
.9231610e-2,.5623060690,.1700757042e-1
.61969919e-1,.5598705949,.1144123071
.110912273,.5543244352,.2057750711
.890877277e-1,.5543244357,-.2057750693
.1519784306,.5608675449,-.8858258996e-1
.2092316100,.5623060690,.1700757190e-1
.2619699190,.5598705948,.1144123074
.3109122730,.5543244352,.2057750711
.1215464415,.5989220529,-.3349823874
.2313212820,.6170348794,-.1268620197
.3242830109,.6197148282,.4474983201e-1
.4057946480,.6127910902,.1961535529
.890877277e-1,.5543244357,-.2057750693
.1519784306,.5608675449,-.8858258996e-1
.2092316100,.5623060694,.1700757287e-1
.2619699190,.5598705949,.1144123076
.3109122730,.5543244352,.2057750711
.61610069e-1,.5036722569,-.7078217920e-1
.81644300e-1,.5044082738,-.3382187389e-1
.101093363,.5046253634,.2014228857e-2
.119997163,.5043675538,.3684771673e-1
.138389931,.5036722565,.7078217998e-1
.2616100700,.5036722568,-.7078217925e-1
.2816443000,.5044082744,-.3382187231e-1
.3010933630,.5046253635,.2014229356e-2
.3199971630,.5043675536,.3684771650e-1
.3383899310,.5036722564,.7078217978e-1
.2616100700,.5036722568,-.7078217925e-1
.2816443000,.5044082744,-.3382187231e-1
.3010933630,.5046253635,.2014229356e-2
.3199971630,.5043675536,.3684771650e-1
.3383899310,.5036722564,.7078217978e-1
